"quote";"author";"context";"source";"date"
"Your lucky number is 3552664958674928.  Watch for it everywhere.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your mode of life will be changed for the better because of good news soon.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your mode of life will be changed for the better because of new developments.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your motives for doing whatever good deed you may have in mind will be
misinterpreted by somebody.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your nature demands love and your happiness depends on it.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your object is to save the world, while still leading a pleasant life.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your own qualities will help prevent your advancement in the world.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your present plans will be successful.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your reasoning is excellent -- it's only your basic assumptions that are wrong.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your reasoning powers are good, and you are a fairly good planner.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your sister swims out to meet troop ships.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your society will be sought by people of taste and refinement.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your step will soil many countries.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your supervisor is thinking about you.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your talents will be recognized and suitably rewarded.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your temporary financial embarrassment will be relieved in a surprising manner.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
"Your true value depends entirely on what you are compared with.";"Unknown (/usr/share/games/fortunes/fortunes)";NA;"fortunes.dat (fortunes-min)";NA
